ST_CODE,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
S01,Pattikonda,2,12,SRINIVASA REDDY.Y,M,28,GEN,IND,Independent,Coconut
S01,Pattikonda,2,13,HARIJANA RANGANNA,M,37,SC,IND,Independent,Gas Cylinder
S01,Kodumur,2,1,V.GOPAL,M,37,SC,BJP,Bharatiya Janata Party,Lotus
S01,Kodumur,2,2,PARIGELA MURALI KRISHNA,M,33,SC,INC,Indian National Congress,Hand
S01,Kodumur,2,3,M.MANI GANDHI,M,44,SC,TDP,Telugu Desam,Bicycle
S01,Kodumur,2,4,A.VANUMULAIAH,M,33,SC,BSP,Bahujan Samaj Party,Elephant
S01,Kodumur,2,5,P.ALISHA,M,32,SC,PPOI,Pyramid Party of India,Ceiling Fan
S01,Kodumur,2,6,A.PEDDA MOULALI,M,38,SC,SP,Samajwadi Party,Camera
S01,Kodumur,2,7,BOJUGU KARUNAKARA RAJU,M,39,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Kodumur,2,8,MALLEPOGU RAVI,M,28,SC,RDHP,Rajyadhikara Party,Television
S01,Kodumur,2,9,P.B.RAJ KUMAR,M,39,SC,LSP,Lok Satta Party,Whistle
S01,Kodumur,2,10,E.SANJEEVA RAO,M,40,SC,BCUF,B. C. United Front,Gas Cylinder
S01,Kodumur,2,11,M.GURRAMANNA,M,68,SC,IND,Independent,Bat
S01,Kodumur,2,12,B.NAGAMUNENDRA,M,30,SC,IND,Independent,Ring
S01,Yemmiganur,2,1,K.CHENNA KESAVA REDDY,M,66,GEN,INC,Indian National Congress,Hand
S01,Yemmiganur,2,2,B.V.MOHAN REDDY,M,59,GEN,TDP,Telugu Desam,Bicycle
S01,Yemmiganur,2,3,K.RAMAKRISHNA SWAMY,M,58,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Yemmiganur,2,4,M.SANTHI RAJU,M,35,SC,BSP,Bahujan Samaj Party,Elephant
S01,Yemmiganur,2,5,BETHAPALLI SURYANARAYANA,M,41,GEN,LSP,Lok Satta Party,Whistle
S01,Yemmiganur,2,6,VAGARURU LAKSHMIKANTHA REDDY,M,42,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Yemmiganur,2,7,M.SANKARAIAH,M,57,GEN,PP,Praja Party,Ceiling Fan
S01,Yemmiganur,2,8,M.SATYANARAYANA SETTY,M,54,GEN,PPOI,Pyramid Party of India,Television
S01,Yemmiganur,2,9,P.BABA KHAN,M,50,GEN,IND,Independent,Table Lamp
S01,Yemmiganur,2,10,V.VENKATA REDDY,M,43,GEN,IND,Independent,Hat
S01,Yemmiganur,2,11,N.SREENIVASULU,M,51,GEN,IND,Independent,Camera
S01,Mantralayam,2,1,DALAVAI RAMAIAH,M,56,GEN,INC,Indian National Congress,Hand
S01,Mantralayam,2,2,Y.BALANAGI REDDY,M,45,GEN,TDP,Telugu Desam,Bicycle
S01,Mantralayam,2,3,S.LAKSHMI NARAYANA,M,35,SC,BSP,Bahujan Samaj Party,Elephant
S01,Mantralayam,2,4,M.SHEELA DHARAN,M,32,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Mantralayam,2,5,C.ANJANEYULU,M,47,GEN,LSP,Lok Satta Party,Whistle
S01,Mantralayam,2,6,ULLIGADDALA MALLIKARJUNA,M,30,GEN,PPOI,Pyramid Party of India,Television
S01,Mantralayam,2,7,N.RAMA REDDY,M,64,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Mantralayam,2,8,K.VEERA RAGHAVULU,M,45,SC,IND,Independent,Ceiling Fan
S01,Adoni,2,1,BESAI CHANDRANNA,M,50,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Adoni,2,2,K.MEENAKSHI NAIDU,F,57,GEN,TDP,Telugu Desam,Bicycle
S01,Adoni,2,3,K.SANTHA KUMAR,M,39,SC,BSP,Bahujan Samaj Party,Elephant
S01,Adoni,2,4,Y.SAI PRASAD REDDY,M,40,GEN,INC,Indian National Congress,Hand
S01,Adoni,2,5,B.KHAJA SALEEM,M,36,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Adoni,2,6,K.G.VENKATESULU,M,45,SC,LSP,Lok Satta Party,Whistle
S01,Adoni,2,7,PAGADALA KODANDA,M,37,GEN,IND,Independent,Road Roller
S01,Adoni,2,8,BANDARI HANUMATHU,M,34,SC,IND,Independent,Candles
S01,Adoni,2,9,B.MANI,F,31,GEN,IND,Independent,Scissors
S01,Adoni,2,10,Y.VENKATARAMI REDDY,M,46,GEN,IND,Independent,Ceiling Fan
S01,Adoni,2,11,V.SATISH KUMAR,M,38,GEN,IND,Independent,Almirah
S01,Alur,2,1,GANGI RAJESWARI,F,29,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Alur,2,2,V.THIPPANNA,M,48,SC,BSP,Bahujan Samaj Party,Elephant
S01,Alur,2,3,PATIL NEERAJA REDDY,F,42,GEN,INC,Indian National Congress,Hand
S01,Alur,2,4,K.RAMAKRISHNA,M,52,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
S01,Alur,2,5,GUMMANURU JAYARAM,M,42,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Alur,2,6,C.PRAVEEN KUMAR,M,31,GEN,LSP,Lok Satta Party,Whistle
S01,Alur,2,7,ANAND.M,M,38,SC,IND,Independent,Almirah
S01,Alur,2,8,H.KESAVA REDDY,M,54,GEN,IND,Independent,Coconut
S01,Alur,2,9,G.KHADAR BASHA,M,52,GEN,IND,Independent,Road Roller
S01,Alur,2,10,GIRIPOGU YOSOPU,M,41,GEN,IND,Independent,Balloon
S01,Alur,2,11,S.MALLIKARJUNA,M,43,GEN,IND,Independent,Hat
S01,Alur,2,12,K.SIVARAM GOUD,M,40,GEN,IND,Independent,Television
S01,Rayadurg,2,1,KAPU RAMACHANDRA REDDY,M,46,GEN,INC,Indian National Congress,Hand
S01,Rayadurg,2,2,PALEGARU THIPPE SWAMY,M,48,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Rayadurg,2,3,METTU GOVINDA REDDY,M,55,GEN,TDP,Telugu Desam,Bicycle
S01,Rayadurg,2,4,ANDRA PRASAD,M,46,GEN,LSP,Lok Satta Party,Whistle
S01,Rayadurg,2,5,C NAGARAJU,M,38,GEN,PPOI,Pyramid Party of India,Television
S01,Rayadurg,2,6,BOSULA MANOHAR,M,38,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Rayadurg,2,7,P MOHAN,M,36,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Nagara
S01,Rayadurg,2,8,GOVINDA REDDY,M,40,GEN,IND,Independent,Ring
S01,Uravakonda,2,1,PAYYAVULA KESHAV,M,44,GEN,TDP,Telugu Desam,Bicycle
S01,Uravakonda,2,2,MENDLA PRABHAKAR,M,35,SC,BSP,Bahujan Samaj Party,Elephant
S01,Uravakonda,2,3,Y VISWESWARA REDDY,M,49,GEN,INC,Indian National Congress,Hand
S01,Uravakonda,2,4,GURRAM.CHENNAKESAHAVA RAO,M,57,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Uravakonda,2,5,H. LAKSHMANNA,M,33,SC,TPPP,Trilinga Praja Pragati Party,Gas Stove
S01,Uravakonda,2,6,D. SHIVAKUMAR,M,28,GEN,PPOI,Pyramid Party of India,Television
S01,Uravakonda,2,7,DEVINENI PRAKASH,M,64,GEN,IND,Independent,Balloon
S01,Uravakonda,2,8,BANDARI SUNKANNA,M,33,SC,IND,Independent,Almirah
S01,Uravakonda,2,9,K. RAMIREDDY,M,38,GEN,IND,Independent,Ceiling Fan
S01,Uravakonda,2,10,VADDE NARAYANASWAMY,M,40,GEN,IND,Independent,Candles
S01,Uravakonda,2,11,VASIKERI SHIVA PRASAD,M,49,GEN,IND,Independent,Sewing Machine
S01,Uravakonda,2,12,K.B. SREENIVASULU,M,42,GEN,IND,Independent,Bat
S01,Guntakal,2,1,T.OBILESU,M,38,SC,BSP,Bahujan Samaj Party,Elephant
S01,Guntakal,2,2,PASUPULA HARI HARANATH,M,51,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Guntakal,2,3,MADHUSUDHAN,M,40,GEN,INC,Indian National Congress,Hand
S01,Guntakal,2,4,SAINATH GOUD RAMAGOWNI,M,66,GEN,TDP,Telugu Desam,Bicycle
S01,Guntakal,2,5,PATHI RAVI,M,44,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Guntakal,2,6,G. VEERANJENEYA,M,31,SC,BHSASP,Bharatheeya Sadharma Samsthapana Party,Gas Cylinder
S01,Guntakal,2,7,D.HEMADRI,M,34,SC,IND,Independent,Television
S01,Tadpatri,2,1,C KESAVA REDDY,M,38,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Tadpatri,2,2,DIWAKAR REDDY J.C.,M,65,GEN,INC,Indian National Congress,Hand
S01,Tadpatri,2,3,PERAM NAGI REDDY,M,62,GEN,TDP,Telugu Desam,Bicycle
S01,Tadpatri,2,4,P V PRATHAP REDDY,M,43,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Tadpatri,2,5,OGETY SREE DEVI,F,31,GEN,LSP,Lok Satta Party,Whistle
S01,Tadpatri,2,6,PYLA NARASIMHAIAH,M,41,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Tadpatri,2,7,GOLLA SUBRAMANYAM,M,40,GEN,IND,Independent,Basket
S01,Tadpatri,2,8,CHINTA PURUSHOTAM,M,37,GEN,IND,Independent,Ceiling Fan
S01,Tadpatri,2,9,TANGUTURI JAGANNATHA REDDY,M,31,GEN,IND,Independent,Balloon
S01,Tadpatri,2,10,K PULIKONDA,M,28,GEN,IND,Independent,Television
S01,Tadpatri,2,11,PYLA RAYUDU,M,39,GEN,IND,Independent,Camera
S01,Tadpatri,2,12,P PRATHAP YADAV,M,36,GEN,IND,Independent,Brief Case
S01,Tadpatri,2,13,PRABHAKAR J.C.,M,55,GEN,IND,Independent,Ring
S01,Tadpatri,2,14,BHANU PRAKASH REDDY,M,37,GEN,IND,Independent,Gas Cylinder
S01,Tadpatri,2,15,R VENKATA RAMANA,M,27,GEN,IND,Independent,Coconut
S01,Singanamala,2,1,HARIJANA CHANDRASEKHAR,M,28,SC,BSP,Bahujan Samaj Party,Elephant
S01,Singanamala,2,2,PAMIDI SHAMANTHAKAMANI,F,62,SC,TDP,Telugu Desam,Bicycle
S01,Singanamala,2,3,MALLICHETTY PEDDANNA,M,59,SC,BJP,Bharatiya Janata Party,Lotus
S01,Singanamala,2,4,DR SAKE SAILAJANATH,M,45,SC,INC,Indian National Congress,Hand
S01,Singanamala,2,5,JAYARAM KOTHAPALLI,M,62,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Singanamala,2,6,P PEDDANNA,M,41,SC,PP,Praja Party,Cup & Saucer
S01,Singanamala,2,7,RAMAMURTHY DASARI,M,39,SC,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Flag with Three Stars
S01,Singanamala,2,8,Y K VISWANATH,M,39,SC,TPPP,Trilinga Praja Pragati Party,Coconut
S01,Singanamala,2,9,M OBULAPATHI,M,42,SC,IND,Independent,Camera
S01,Singanamala,2,10,KULLAYAPPA MIDDE,M,40,SC,IND,Independent,Television
S01,Singanamala,2,11,M CHANDRAPPA,M,58,SC,IND,Independent,Gas Cylinder
S01,Singanamala,2,12,A NAGA NALLAIAH,M,28,SC,IND,Independent,Gas Stove
S01,Singanamala,2,13,MUDIGUBBA LAKSHMANNA,M,49,SC,IND,Independent,Ceiling Fan
S01,Anantapur urban,2,1,KASANI NAGARAJU,M,35,SC,BSP,Bahujan Samaj Party,Elephant
S01,Anantapur urban,2,2,B GURUNATHA REDDY,M,48,GEN,INC,Indian National Congress,Hand
S01,Anantapur urban,2,3,MAHALAKSHMI SREENIVASULU,M,41,GEN,TDP,Telugu Desam,Bicycle
S01,Anantapur urban,2,4,SYED FAYAZUDDIN,M,36,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Anantapur urban,2,5,V ANJANEYULU,M,68,GEN,RDHP,Rajyadhikara Party,Ceiling Fan
S01,Anantapur urban,2,6,DOCTOR K KONDAIAH,M,44,GEN,LSP,Lok Satta Party,Whistle
S01,Anantapur urban,2,7,T J PRAKASH,M,52,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Anantapur urban,2,8,K BASHA,M,39,GEN,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Flag with Three Stars
S01,Anantapur urban,2,9,K VIJAYA KUMAR,M,49,GEN,PPOI,Pyramid Party of India,Television
S01,Anantapur urban,2,10,AVULANNA KULLAYAPPA,M,54,SC,IND,Independent,Banana
S01,Anantapur urban,2,11,CHAKALA NAGARAJU,M,30,GEN,IND,Independent,Ring
S01,Anantapur urban,2,12,DASARI ADINARAYANA,M,48,SC,IND,Independent,Nagara
S01,Anantapur urban,2,13,S PHANI KUMAR,M,51,GEN,IND,Independent,Balloon
S01,Anantapur urban,2,14,D RAMA KRISHNA,M,31,GEN,IND,Independent,Slate
S01,Anantapur urban,2,15,D RIYAZ,M,32,GEN,IND,Independent,Almirah
S01,Anantapur urban,2,16,G LALITHA,F,46,GEN,IND,Independent,Candles
S01,Anantapur urban,2,17,S SALAR BASHA,M,52,GEN,IND,Independent,Coconut
S01,Kalyandurg,2,1,VUNNAM HANUMANTHARAYA CHOWDARY,M,60,GEN,TDP,Telugu Desam,Bicycle
S01,Kalyandurg,2,2,NEELAKANTAPURAM RAGHUVEERA REDDY,M,52,GEN,INC,Indian National Congress,Hand
S01,Kalyandurg,2,3,BALARAM SAKE,M,42,SC,BJP,Bharatiya Janata Party,Lotus
S01,Kalyandurg,2,4,B VENKATA NARAYANA,M,39,SC,BSP,Bahujan Samaj Party,Elephant
S01,Kalyandurg,2,5,MARKET RAMANA,M,60,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Kalyandurg,2,6,Y G K VENKATESULU,M,32,GEN,PPOI,Pyramid Party of India,Television
S01,Kalyandurg,2,7,R G SANTHA KUMARI,F,32,GEN,LSP,Lok Satta Party,Whistle
S01,Kalyandurg,2,8,M NARAYANA,M,35,SC,IND,Independent,Gas Cylinder
S01,Raptadu,2,1,THOPUDURTHI PRAKASH REDDY,M,33,GEN,INC,Indian National Congress,Hand
S01,Raptadu,2,2,PARITALA SUNITHAMMA,F,39,GEN,TDP,Telugu Desam,Bicycle
S01,Raptadu,2,3,BOYA NAGENDRA,M,25,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Raptadu,2,4,V RAVINDRA REDDY,M,29,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Raptadu,2,5,K KRISHNA MURHTI,M,44,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Raptadu,2,6,S VANNURAPPA,M,50,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Coconut
S01,Raptadu,2,7,SHAIK ALI,M,53,GEN,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Flag with Three Stars
S01,Raptadu,2,8,SANJEEVAPPA,M,29,GEN,BCUF,B. C. United Front,Gas Stove
S01,Raptadu,2,9,G KESAVA REDDY,M,31,GEN,IND,Independent,Cot
S01,Raptadu,2,10,S CHANDRA SEKHAR,M,36,GEN,IND,Independent,Bat
S01,Raptadu,2,11,A CHINNA SOPPULAIAH,M,44,GEN,IND,Independent,Brief Case
S01,Raptadu,2,12,G POTHANNA,M,46,GEN,IND,Independent,Kite
S01,Raptadu,2,13,MATTA SREEHARSHA,M,30,GEN,IND,Independent,Almirah
S01,Raptadu,2,14,J MUTYALAPPA,M,40,GEN,IND,Independent,Ring
S01,Raptadu,2,15,B YELLAPPA,M,35,GEN,IND,Independent,Balloon
S01,Raptadu,2,16,B RAMADASU,M,56,GEN,IND,Independent,Banana
S01,Raptadu,2,17,T RAMALINGAIAH,M,34,GEN,IND,Independent,Road Roller
S01,Raptadu,2,18,C SIVAPPA,M,36,GEN,IND,Independent,Ceiling Fan
S01,Raptadu,2,19,S SATYA NARAYANA,M,36,GEN,IND,Independent,Basket
S01,Raptadu,2,20,V SURYA NARAYANA,M,30,GEN,IND,Independent,Black Board
S01,Madakasira,2,1,D INDEEVAR,M,42,SC,BSP,Bahujan Samaj Party,Elephant
S01,Madakasira,2,2,K ERANNA,M,46,SC,TDP,Telugu Desam,Bicycle
S01,Madakasira,2,3,T DHAN RAJ,M,31,SC,BJP,Bharatiya Janata Party,Lotus
S01,Madakasira,2,4,K SUDHAKAR,M,43,SC,INC,Indian National Congress,Hand
S01,Madakasira,2,5,S HANUMANTHAPPA,M,64,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Madakasira,2,6,D NARASIMHAPPA,M,62,SC,IND,Independent,Television
S01,Hindupur,2,1,ANANTHA RAMANA MURTHY,M,42,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Hindupur,2,2,P ABDUL GHANI,M,51,GEN,TDP,Telugu Desam,Bicycle
S01,Hindupur,2,3,P V CHANDRASEKHAR,M,40,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Hindupur,2,4,(AMBIKA) LAKSHMI NARAYANA,M,44,GEN,INC,Indian National Congress,Hand
S01,Hindupur,2,5,PALLA LAKSHMI NARAYANA,M,58,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Hindupur,2,6,S MANGESH,M,28,GEN,LSP,Lok Satta Party,Whistle
S01,Hindupur,2,7,H IMAM KHAN,M,54,GEN,IND,Independent,Kite
S01,Hindupur,2,8,S ELIYAZ,M,41,GEN,IND,Independent,Gas Stove
S01,Hindupur,2,9,K THIMAPPA,M,62,GEN,IND,Independent,Road Roller
S01,Hindupur,2,10,B NAVEEN NISCHAL,M,41,GEN,IND,Independent,Coconut
S01,Hindupur,2,11,H BABA KHAN,M,29,GEN,IND,Independent,Harmonium
S01,Hindupur,2,12,K MALLIKARJUNA,M,45,GEN,IND,Independent,Television
S01,Hindupur,2,13,G RAVI BABU,M,37,GEN,IND,Independent,Cup & Saucer
S01,Penukonda,2,1,DONTHI LAKSHMINARAYANA GUPTA,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Penukonda,2,2,B K PARTHA SARATHI,M,49,GEN,TDP,Telugu Desam,Bicycle
S01,Penukonda,2,3,K T SREEDHAR,M,31,GEN,INC,Indian National Congress,Hand
S01,Penukonda,2,4,G SIDDALAPPA,M,38,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Penukonda,2,5,K RAMESH BABU,M,36,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Penukonda,2,6,A KESAVA REDDY,M,36,GEN,IND,Independent,Ceiling Fan
S01,Penukonda,2,7,K RAMAPPA,M,62,GEN,IND,Independent,Gas Cylinder
S01,Penukonda,2,8,VAVILALA POTHULA SUNITHA,F,42,GEN,IND,Independent,Coconut
S01,Penukonda,2,9,J SREENIVASA REDDY,M,33,GEN,IND,Independent,Hat
S01,Penukonda,2,10,G.SREENIVASULU,M,41,GEN,IND,Independent,Television
S01,Penukonda,2,11,M SREENIVASULU,M,63,GEN,IND,Independent,Candles
S01,Puttaparthi,2,1,KADAPALA MOHAN REDDY,M,61,GEN,INC,Indian National Congress,Hand
S01,Puttaparthi,2,2,PALLE RAGHUNATHA REDDY,M,57,GEN,TDP,Telugu Desam,Bicycle
S01,Puttaparthi,2,3,SADUGULA UTTANNA,M,53,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Puttaparthi,2,4,SOMAGATTA VISHNU VARDHAN REDDY,M,30,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Puttaparthi,2,5,PASUPULETI RAMANA,M,39,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Puttaparthi,2,6,P.B. PHANIDHAR,M,57,GEN,LSP,Lok Satta Party,Whistle
S01,Puttaparthi,2,7,N. MOHAMMAD RAFI,M,40,GEN,BSSP,Bharatiya Sadbhawna Samaj Party,Balloon
S01,Puttaparthi,2,8,HARIJANA PEDDA NARASIMHULU,M,36,SC,TPPP,Trilinga Praja Pragati Party,Almirah
S01,Puttaparthi,2,9,VUNTLA LAKSHMIPATHY REDDY,M,41,GEN,IND,Independent,Cot
S01,Puttaparthi,2,10,YARRAGUNDLA SOMASEKHAR REDDY,M,28,GEN,IND,Independent,Harmonium
S01,Puttaparthi,2,11,VADDI KESANNA,M,59,GEN,IND,Independent,Road Roller
S01,Puttaparthi,2,12,VALASAPALLI UTTAPPA ROYAL,M,34,GEN,IND,Independent,Ceiling Fan
S01,Puttaparthi,2,13,P.SREENATH REDDY,M,32,GEN,IND,Independent,Basket
S01,Puttaparthi,2,14,K.SREENIVASULU,M,38,SC,IND,Independent,Banana
S01,Dharmavaram,2,1,KACHARLA KANCHENNA,M,48,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Dharmavaram,2,2,KETHIREDDI VENKATA RAMI REDDY,M,28,GEN,INC,Indian National Congress,Hand
S01,Dharmavaram,2,3,DEVERAGUDI JAGADEESH,M,49,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
S01,Dharmavaram,2,4,MIDDE RAVINDRA BABU,M,35,SC,BSP,Bahujan Samaj Party,Elephant
S01,Dharmavaram,2,5,DEVARAKONDA RAMAMNULU,M,29,GEN,PPOI,Pyramid Party of India,Television
S01,Dharmavaram,2,6,PAMISETTI NAGARAJU,M,39,GEN,LSP,Lok Satta Party,Whistle
S01,Dharmavaram,2,7,MALAPATI SURYANARAYANA,M,50,GEN,PP,Praja Party,Ring
S01,Dharmavaram,2,8,G SADHASIVA REDDY,M,36,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Dharmavaram,2,9,IMRAN,M,30,GEN,IND,Independent,Black Board
S01,Dharmavaram,2,10,GONUGUNTLA MOHAN NAIDU,M,35,GEN,IND,Independent,Diesel Pump
S01,Dharmavaram,2,11,GONUGUNTLA VENKATA NAIDU,M,31,GEN,IND,Independent,Violin
S01,Dharmavaram,2,12,GANDHAMANENI NARAYANA SWAMY,M,37,GEN,IND,Independent,Scissors
S01,Dharmavaram,2,13,CHINTA PULLAIAH,M,39,GEN,IND,Independent,Almirah
S01,Dharmavaram,2,14,P DEVENDRA REDDY,M,28,GEN,IND,Independent,Hat
S01,Dharmavaram,2,15,NAGU RAVINDRAREDDY,M,43,GEN,IND,Independent,Fork
S01,Dharmavaram,2,16,NEELURU DHANUNJAYA,M,40,GEN,IND,Independent,Lady Purse
S01,Dharmavaram,2,17,MADANA RAMANJINEYULU,M,40,GEN,IND,Independent,Road Roller
S01,Dharmavaram,2,18,VAVILALA POTHULA SUNITHA,F,42,GEN,IND,Independent,Coconut
S01,Dharmavaram,2,19,G SRIRAMA REDDY,M,44,GEN,IND,Independent,Pressure Cooker
S01,Dharmavaram,2,20,SHAIK SHABBER BASHA,M,29,GEN,IND,Independent,Glass Tumbler
S01,Dharmavaram,2,21,Y V SUDHAKARA REDDY,M,48,GEN,IND,Independent,Walking Stick
S01,Dharmavaram,2,22,B SURESH NAIDU,M,30,GEN,IND,Independent,Gas Stove
S01,Dharmavaram,2,23,G SURYANARAYANA,M,31,GEN,IND,Independent,Ceiling Fan
S01,Dharmavaram,2,24,J SURYANARAYANA,M,33,GEN,IND,Independent,Brief Case
S01,Dharmavaram,2,25,G SURYANARAYANA REDDY,M,31,GEN,IND,Independent,Table
S01,Kadiri,2,1,KANDIKUNTA VENKATA PRASAD,M,41,GEN,TDP,Telugu Desam,Bicycle
S01,Kadiri,2,2,BATTALA VENKATARAMANA,M,41,GEN,INC,Indian National Congress,Hand
S01,Kadiri,2,3,B.RAMAMOHANA REDDY,M,37,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Kadiri,2,4,BSP. SREERAMULU,M,30,SC,BSP,Bahujan Samaj Party,Elephant
S01,Kadiri,2,5,AKMAL,M,34,GEN,GRIP,Great India Party,Gas Cylinder
S01,Kadiri,2,6,G. MANSUR BASHA,M,34,GEN,LSP,Lok Satta Party,Whistle
S01,Kadiri,2,7,P.VENKATA SIDDA REDDY,M,41,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Kadiri,2,8,K.AKHIB,M,42,GEN,IND,Independent,Almirah
S01,Kadiri,2,9,S.ZAKIR HUSSIAN,M,42,GEN,IND,Independent,Balloon
S01,Kadiri,2,10,TUMMALA BHASKAR,M,34,GEN,IND,Independent,Basket
S01,Kadiri,2,11,TOTTUKA VENKATARAMANA,M,74,ST,IND,Independent,Banana
S01,Kadiri,2,12,DADEM RAJASEKHAR REDDY,M,35,GEN,IND,Independent,Cup & Saucer
S01,Kadiri,2,13,J. NARAYANASWAMY,M,53,GEN,IND,Independent,Harmonium
S01,Kadiri,2,14,M.N.FAYAZ ALI KHAN,M,35,GEN,IND,Independent,Battery Torch
S01,Kadiri,2,15,M.RAJASEKHARACHARI,M,36,GEN,IND,Independent,Batsman
S01,Kadiri,2,16,T.VENKATARAMANA,M,35,GEN,IND,Independent,Television
